DATE	CPI: All items	CPI: All items less food and energy	CPI: Apparel	CPI: Cereals and bakery products	CPI: Communication	CPI: Dairy and related products	CPI: Education	CPI: Electricity	CPI: Energy	CPI: Food and Beverages	CPI: Food at home	CPI: Food away from home	CPI: Fruits and vegetables	CPI: Full service meals and snacks	CPI: Gasoline (all types)	CPI: Hospital Services	CPI: Housing	CPI: Limited service meals and snacks	CPI: Meats, poultry, fish, and eggs	CPI: Medical Care	CPI: New Vehicles	CPI: Nonalcoholic beverages and bev. materials	CPI: Other food at home	CPI: Physicians' Services	CPI: Prescription Drugs	CPI: Recreation	CPI: Shelter	CPI: Transportation	CPI: Used Cars and Trucks	CPI: Utility (piped) gas service
2023-03-01	301.836	305.476	133.112	353.866	75.748	271.384	288.26	265.033	279.084	318.338	301.918	349.944	345.814	216.558	302.673	383.42	316.514	229.128	318.306	547.805	178.342	216.329	268.567	412.119	547.078	135.693	374.971	261.969	184.997	238.182
2023-04-01	303.363	306.899	131.762	353.742	75.662	271.102	288.606	263.216	283.352	319.085	302.328	351.237	346.269	216.852	318.482	385.355	317.278	230.419	318.996	547.219	178.892	215.833	269.657	411.951	548.51	136.375	376.636	267.402	193.394	226.062
2023-05-01	304.127	308.096	131.382	354.195	75.415	269.573	288.843	262.135	279.816	319.811	302.535	352.892	350.986	217.744	314.116	389.166	318.205	231.665	315.968	547.42	179.329	216.46	269.999	409.885	548.929	136.28	378.776	268.862	199.576	221.484
2023-06-01	305.109	308.91	130.51	355.074	75.064	268.338	289.382	271.369	283.854	320.12	302.335	354.245	350.724	218.301	316.258	390.793	320.002	232.64	315.561	547.432	179.577	216.146	269.995	412.812	549.14	136.3	380.594	270.146	202.007	219.272
2023-07-01	305.691	309.402	129.172	356.377	74.966	269.143	290.069	270.268	284.828	321.02	303.455	354.862	351.646	218.655	318.071	389.061	321.087	233.174	317.445	546.698	179.696	216.056	271.276	413.437	549.212	136.401	382.226	270.602	201.624	223.29
2023-08-01	307.026	310.103	131.262	356.563	74.858	268.281	292.014	270.752	294.328	321.578	303.716	356.083	350.428	219.097	336.979	391.678	321.894	233.911	318.944	548.082	179.691	216.642	271.648	413.877	551.344	136.102	383.221	274.22	198.768	224.539
2023-09-01	307.789	310.817	133.157	355.576	74.827	268.377	294.357	272.401	296.004	322.249	303.925	357.488	351.02	219.918	338.893	397.531	323.563	234.755	320.14	548.431	179.75	216.736	271.561	413.966	547.579	136.687	385.433	272.517	187.587	221.045
2023-10-01	307.671	311.38	132.786	355.752	74.614	268.326	294.084	268.342	286.754	323.262	304.788	358.824	351.952	220.572	320.999	401.752	323.964	235.997	322.536	549.762	179.446	216.952	272.215	409.755	552.058	136.726	386.435	270.027	184.961	222.955
2023-11-01	307.051	311.606	128.093	356.169	74.213	267.609	293.674	267.545	277.029	322.703	303.224	360.383	350.736	221.574	297.598	402.222	324.735	236.999	319.86	551.769	178.7	215.604	270.25	412.011	554.6	136.292	387.892	267.035	186.27	231.976
2023-12-01	306.746	311.907	125.794	353.844	74.205	267.889	294.04	269.17	269.375	322.933	303.005	361.564	350.25	222.175	280.289	404.407	325.64	238.0	320.143	553.485	178.269	215.872	270.223	412.93	552.625	136.811	389.433	263.375	186.383	230.862
2024-01-01	308.417	313.623	127.946	354.532	74.607	268.941	294.574	276.698	270.42	324.782	305.037	363.249	354.798	222.981	276.003	410.695	328.222	239.515	319.752	557.215	178.595	220.573	271.6	415.427	548.245	137.8	391.896	262.11	179.41	234.515
2024-02-01	310.326	315.419	131.985	356.633	74.967	267.334	295.488	276.384	276.331	325.19	305.469	363.596	353.965	223.137	287.943	408.345	329.704	239.869	320.096	557.236	178.592	220.956	272.768	414.702	547.682	138.322	393.906	266.638	180.006	236.218
2024-03-01	312.332	317.088	133.64	354.666	74.874	266.274	295.297	278.233	285.002	325.491	305.426	364.546	352.841	223.589	306.513	412.365	331.247	240.587	322.589	559.935	178.247	221.423	272.352	415.118	549.405	138.183	396.174	272.485	180.891	230.601
2024-04-01	313.548	317.978	133.502	355.852	74.986	267.474	295.736	276.653	290.76	326.107	305.707	365.813	352.274	224.294	322.434	415.025	331.688	241.515	322.323	561.612	178.25	220.712	273.306	415.648	550.678	138.412	397.539	276.687	180.132	221.729
2024-05-01	314.069	318.629	132.433	356.758	74.736	266.749	296.691	277.584	290.139	326.545	305.679	367.099	353.084	225.29	320.981	417.163	332.777	242.012	323.414	564.249	177.958	219.354	272.796	415.581	562.168	138.118	399.274	276.623	180.971	222.024
2024-06-01	314.175	319.003	131.525	356.938	74.554	268.098	297.42	283.25	286.675	327.144	305.752	368.616	348.901	226.754	308.475	417.648	334.087	242.533	323.848	565.301	178.001	219.373	274.285	415.961	562.339	138.115	400.234	273.579	181.603	227.478
2024-07-01	314.54	319.214	129.466	356.525	74.649	268.653	298.288	283.415	287.868	327.956	306.643	369.383	350.962	227.021	310.915	412.926	335.056	243.255	327.013	564.039	177.84	220.129	273.643	416.312	563.035	138.277	401.545	273.326	179.579	226.593
2024-08-01	314.796	320.017	131.683	355.652	74.541	269.468	301.065	281.333	282.614	328.156	306.402	370.348	349.599	227.488	302.419		335.931	243.868	329.108	564.407	177.534	219.381	272.612	416.37	562.174	138.214	403.257	271.391	178.192	224.259
2024-09-01	315.301	321.109	135.537	356.088	74.092	269.643	304.883	282.522	275.74	329.417	307.767	371.604	353.508	228.389	287.102	415.293	336.776	244.431	332.525	566.266	177.435	219.488	272.658	420.17	559.487	137.651	404.133	269.604	178.072	225.366
2024-10-01	315.664	321.758	133.179	359.007	73.62	271.695	305.154	280.47	272.807	330.051	308.2	372.486	355.292	228.839	281.741	417.499	337.47	244.94	328.743	567.87	177.162	220.672	273.232	422.425	560.836	138.12	405.287	269.724	178.744	227.463
2024-11-01	315.493	321.947	129.542	354.371	72.903	270.819	305.865	275.801	268.213	330.26	307.972	373.53	354.696	229.554	273.57	417.503	338.048	245.744	331.976	568.773	177.472	221.735	272.027	423.591	558.497	138.341	406.25	268.45	179.958	236.179
2024-12-01	315.605	322.007	127.354	356.574	72.857	271.358	305.662	276.7	267.963	330.812	308.38	374.644	353.63	230.095	270.667	418.467	338.883	246.692	333.659	569.189	177.552	220.762	272.362	423.86	558.744	138.343	407.242	267.606	180.317	242.224
